code,name,qrcode,description,creator_id,created_at,updated_at,deleted_at,manufacture_dept_id,start_time,end_time,status_id,order_id,task_id,user_del_id,user_comp_id,description_del,min_prod_quan,total_prod_quan,code_status,name_status
6361e9a6b7d191667361190,Thêu hông trái,1667361288-DPSX-6361e9a6b7d191667361190,"<figure class=""table""><table><tbody><tr><td>- Bỏ hông trái đem thêu đắp mí cùng CG</td></tr></tbody></table></figure>",368,2022-11-02 10:54:48+00:00,2022-11-02 12:26:35+00:00,2022-11-02 12:26:35+00:00,1,2022-11-02,2022-11-03,1,1966,13,,,,,,review,Chờ sản xuất
6361ff47b81fa1667366727,Thêu CZ68-221003-TRG,1667366792-DPSX-6361ff47b81fa1667366727,"<figure class=""table""><table><tbody><tr><td>- Bỏ hông trái đem thêu đắp mí cùng CG</td></tr></tbody></table></figure>",368,2022-11-02 12:26:32+00:00,2022-11-02 13:07:42+00:00,2022-11-02 13:07:42+00:00,1,2022-11-02,2022-11-03,1,1966,13,368.0,,ĐH đã phối,,,review,Chờ sản xuất
636200bf29d311667367103,Cắt ĐH DYC-US-221004-E11even-647-Opt04,1667368489-DPSX-636200bf29d311667367103,"<figure class=""table""><table><tbody><tr><td colspan=""2"">Rập chóp</td><td>&nbsp;</td><td>:</td><td colspan=""5"">MẶT+ĐUÔI : HA-6M-950-58-BF (DAO COTTON)</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td colspan=""5"">HÔNG:HA-6M-950-58-BF-03&nbsp;</td></tr><tr><td colspan=""3"">Rập két</td><td>:</td><td colspan=""4"">DAO KÉT 950-58-CB-V&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Loại két</td><td>:</td><td colspan=""5"">950-58- CB-V-2.3 mm Black</td></tr><tr><td colspan=""2"">Keo</td><td>&nbsp;</td><td>:</td><td colspan=""5"">832&nbsp; Black&nbsp; &nbsp;( thêu xong mới ép keo)</td></tr><tr><td>BTP viền</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt xéo 2.8cm</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>BTP đai</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt dọc 7.4 cm&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>- Bỏ vải Hông+đuôi xử lý qua nhiệt 130 độ trước khi cắt</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""9"">- Vải mặt + két ép lưới màn đen 80G trước khi cắt</td></tr><tr><td colspan=""6"">- Bỏ viền kate black đi in</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",368,2022-11-02 12:54:48+00:00,2022-11-02 13:09:57+00:00,2022-11-02 13:09:57+00:00,2,2022-11-02,2022-11-03,1,1971,14,,,,,,review,Chờ sản xuất
63620636d3e8a1667368502,Chuẩn bị,1667368911-DPSX-63620636d3e8a1667368502,"<figure class=""table""><table><tbody><tr><td>-Kiểu két</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td>Thường&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>-Quay két</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">06 đường 13mm-5.5mm</td><td>&nbsp;</td></tr><tr><td colspan=""8"">-Chỉ quay két : chỉ may PP Black</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Chuẩn bị:</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""7"">Ráp mặt đem thêu bằng viền giấy</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""6"">Chỉ ráp: chỉ may PP Black</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",368,2022-11-02 13:01:51+00:00,2022-11-02 13:09:14+00:00,2022-11-02 13:09:14+00:00,4,2022-11-04,2022-11-05,1,1971,15,,,,,,review,Chờ sản xuất
636209ac1aced1667369388,ĐH DYC-US-221004-E11even-647-Opt04,1667369395-DPSX-636209ac1aced1667369388,"<figure class=""table""><table><tbody><tr><td colspan=""2"">Rập chóp</td><td>&nbsp;</td><td>:</td><td colspan=""5"">MẶT+ĐUÔI : HA-6M-950-58-BF (DAO COTTON)</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td colspan=""5"">HÔNG:HA-6M-950-58-BF-03&nbsp;</td></tr><tr><td colspan=""3"">Rập két</td><td>:</td><td colspan=""4"">DAO KÉT 950-58-CB-V&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Loại két</td><td>:</td><td colspan=""5"">950-58- CB-V-2.3 mm Black</td></tr><tr><td colspan=""2"">Keo</td><td>&nbsp;</td><td>:</td><td colspan=""5"">832&nbsp; Black&nbsp; &nbsp;( thêu xong mới ép keo)</td></tr><tr><td>BTP viền</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt xéo 2.8cm</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>BTP đai</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt dọc 7.4 cm&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>- Bỏ vải Hông+đuôi xử lý qua nhiệt 130 độ trước khi cắt</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""9"">- Vải mặt + két ép lưới màn đen 80G trước khi cắt</td></tr><tr><td colspan=""6"">- Bỏ viền kate black đi in</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",368,2022-11-02 13:09:55+00:00,2022-11-02 13:10:17+00:00,2022-11-02 13:10:17+00:00,2,2022-11-02,2022-11-03,1,1971,14,,,,,,review,Chờ sản xuất
636209c4135a21667369412,DYC-US-221004-E11even-647-Opt04,1667369416-DPSX-636209c4135a21667369412,"<figure class=""table""><table><tbody><tr><td colspan=""2"">Rập chóp</td><td>&nbsp;</td><td>:</td><td colspan=""5"">MẶT+ĐUÔI : HA-6M-950-58-BF (DAO COTTON)</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td colspan=""5"">HÔNG:HA-6M-950-58-BF-03&nbsp;</td></tr><tr><td colspan=""3"">Rập két</td><td>:</td><td colspan=""4"">DAO KÉT 950-58-CB-V&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Loại két</td><td>:</td><td colspan=""5"">950-58- CB-V-2.3 mm Black</td></tr><tr><td colspan=""2"">Keo</td><td>&nbsp;</td><td>:</td><td colspan=""5"">832&nbsp; Black&nbsp; &nbsp;( thêu xong mới ép keo)</td></tr><tr><td>BTP viền</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt xéo 2.8cm</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>BTP đai</td><td>&nbsp;</td><td>&nbsp;</td><td>:</td><td colspan=""3"">Cắt dọc 7.4 cm&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>- Bỏ vải Hông+đuôi xử lý qua nhiệt 130 độ trước khi cắt</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""9"">- Vải mặt + két ép lưới màn đen 80G trước khi cắt</td></tr><tr><td colspan=""6"">- Bỏ viền kate black đi in</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",368,2022-11-02 13:10:16+00:00,2022-11-02 13:23:45+00:00,2022-11-02 13:23:45+00:00,2,2022-11-02,2022-11-03,1,1971,14,,,,,,review,Chờ sản xuất
63620a37188051667369527,DYC-US-221004-E11even-647-Opt04,1667369627-DPSX-63620a37188051667369527,"<figure class=""table""><table><tbody><tr><td colspan=""5"">- Bỏ mặt đi thêu ,W12 cm ,định vị TP =2.4 cm&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Chỉ thêu :White</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""9"">CTT như đơn hàng cũ DYC-US-220616-E11even-587-Opt01</td></tr></tbody></table></figure>",368,2022-11-02 13:13:47+00:00,2022-11-02 13:14:02+00:00,2022-11-02 13:14:02+00:00,4,2022-11-07,2022-11-08,1,1971,16,,,,,,review,Chờ sản xuất
63620aa35bb4d1667369635,DYC-US-221004-E11even-647-Opt04,1667369642-DPSX-63620aa35bb4d1667369635,"<figure class=""table""><table><tbody><tr><td colspan=""5"">- Bỏ mặt đi thêu ,W12 cm ,định vị TP =2.4 cm&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""3"">Chỉ thêu :White</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td><td>&nbsp;</td></tr><tr><td colspan=""9"">CTT như đơn hàng cũ DYC-US-220616-E11even-587-Opt01</td></tr></tbody></table></figure>",368,2022-11-02 13:14:02+00:00,2022-11-02 14:08:13+00:00,2022-11-02 14:08:13+00:00,1,2022-11-07,2022-11-08,1,1971,16,,,,,,review,Chờ sản xuất
63620c760168c1667370102,DYC-US-221004-E11even-647-Opt04,1667370211-DPSX-63620c760168c1667370102,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667370129_image.png""></figure>",368,2022-11-02 13:23:31+00:00,2022-11-02 14:07:35+00:00,2022-11-02 14:07:35+00:00,3,2022-11-09,2022-11-09,1,1971,17,,,,,,review,Chờ sản xuất
6362171e3b0fa1667372830,DYC-US-221004-E11even-647-Opt04,1667372855-DPSX-6362171e3b0fa1667372830,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667370129_image.png""></figure><figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667372850_image.png""></figure>",368,2022-11-02 14:07:35+00:00,2022-11-03 12:37:23+00:00,2022-11-03 12:37:23+00:00,3,2022-11-09,2022-11-09,1,1971,17,,,,,,review,Chờ sản xuất
636325b24b9331667442098,Thêu TTD-221004-HAYABUSA CUP FINALIST,1667442211-DPSX-636325b24b9331667442098,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667442134_image.png""></figure>",369,2022-11-03 09:23:31+00:00,2022-11-10 07:41:26+00:00,2022-11-10 07:41:26+00:00,1,2022-11-05,2022-11-08,1,1960,19,,,,,,review,Chờ sản xuất
6363643448ef91667458100,Thêu DYC-AU-221001-Black6,1667458182-DPSX-6363643448ef91667458100,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667458147_image.png""></figure>",369,2022-11-03 13:49:42+00:00,2022-11-03 13:49:56+00:00,2022-11-03 13:49:56+00:00,1,2022-11-04,2022-11-04,1,1967,24,,,,,,review,Chờ sản xuất
63637871ed8a91667463281,TTD-221005-Hardcore,1667463380-DPSX-63637871ed8a91667463281,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667463315_image.png""></figure><figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667463339_image.png""></figure>",369,2022-11-03 15:16:20+00:00,2022-11-14 13:31:24+00:00,2022-11-14 13:31:24+00:00,1,2022-11-10,2022-11-12,1,1989,29,,,,,,review,Chờ sản xuất
63637abcbacba1667463868,DYC-CH1-220926-Dance Area Geneva,1667464302-DPSX-63637abcbacba1667463868,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667464006_image.png""></figure>",369,2022-11-03 15:31:42+00:00,2022-11-03 15:34:14+00:00,2022-11-03 15:34:14+00:00,2,2022-11-11,2022-11-14,1,2134,31,,,,,,review,Chờ sản xuất
63637f84aa2c51667465092,DYC-CH1-220926-Dance Area Geneva,1667465175-DPSX-63637f84aa2c51667465092,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667465111_image.png""></figure><figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667465129_image.png""></figure>",369,2022-11-03 15:46:15+00:00,2022-11-03 15:47:44+00:00,2022-11-03 15:47:44+00:00,3,2022-11-19,2022-11-21,1,2134,34,,,,,,review,Chờ sản xuất
6363907b5bed41667469435,Cắt viền vành,1667469548-DPSX-6363907b5bed41667469435,<p>Cắt viền nối vành vải FVC27 ép lưới màn</p>,150,2022-11-03 16:59:08+00:00,2022-11-03 17:02:13+00:00,2022-12-08 00:00:00+00:00,2,2022-11-03,2022-11-10,1,2144,51,,,,,,review,Chờ sản xuất
636390f14a0b21667469553,Bọc viền,1667469653-DPSX-636390f14a0b21667469553,<p>Bọc viền xung quanh vành</p>,150,2022-11-03 17:00:53+00:00,2022-11-03 17:02:21+00:00,2022-11-03 17:02:21+00:00,3,2022-11-04,2022-11-10,1,2144,52,,,,,,review,Chờ sản xuất
63639809382d21667471369,Cắt đai lót,1667471465-DPSX-63639809382d21667471369,<p>Cắt đai lót trong</p>,150,2022-11-03 17:31:05+00:00,2022-11-03 17:31:06+00:00,2022-11-04 00:00:00+00:00,2,2022-11-03,2022-11-03,1,2144,53,,,,,,review,Chờ sản xuất
63639882df9101667471490,Phối chóp nón,1667471559-DPSX-63639882df9101667471490,<p>Phối chóp nón</p>,150,2022-11-03 17:32:39+00:00,2022-11-03 17:32:39+00:00,2022-11-04 00:00:00+00:00,3,2022-11-04,2022-11-04,1,2144,54,,,,,,review,Chờ sản xuất
63647764444801667528548,DYC-CH1-221026-Dyna Ecosol,1667528628-DPSX-63647764444801667528548,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667528563_image.png""></figure>",369,2022-11-04 09:23:48+00:00,2022-11-04 09:26:39+00:00,2022-11-04 09:26:39+00:00,4,2022-11-12,2022-11-15,1,2129,59,,,,,,review,Chờ sản xuất
636477b7aa57a1667528631,DYC-CH1-221026-Dyna Ecosol,1667528693-DPSX-636477b7aa57a1667528631,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667528645_image.png""></figure>",369,2022-11-04 09:24:53+00:00,2022-11-04 09:27:07+00:00,2022-11-04 09:27:07+00:00,1,2022-11-15,2022-11-19,1,2129,60,,,,,,review,Chờ sản xuất
636477fabb0521667528698,DYC-CH1-221026-Dyna Ecosol,1667528762-DPSX-636477fabb0521667528698,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667528711_image.png""></figure><figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667528720_image.png""></figure>",369,2022-11-04 09:26:02+00:00,2022-11-04 09:27:26+00:00,2022-11-04 09:27:26+00:00,3,2022-11-19,2022-11-19,1,2129,61,,,,,,review,Chờ sản xuất
63647e663f9fd1667530342,DYC-CH1-220927-Xtreme Sports Verbier-Opt02,1667530542-DPSX-63647e663f9fd1667530342,"<figure class=""image""><img src=""https://s3-s3.app.tms-s.vn/ttd/taskImage/_1667530353_image.png""></figure>",369,2022-11-04 09:55:42+00:00,2022-11-04 10:00:37+00:00,2022-11-04 10:00:37+00:00,2,2022-11-09,2022-11-10,1,2124,66,,,,,,review,Chờ sản xuất
